,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000032549_Rab6b,437.7707299,-4.760212864,0.211591411,-22.49719324,4.42E-112,8.12E-108
ENSMUSG00000030268_Bcat1,970.2375277,4.822886335,0.250800375,19.22998054,2.08E-82,1.91E-78
ENSMUSG00000029816_Gpnmb,1541.975088,4.221666026,0.252242608,16.73653023,7.10E-63,4.35E-59
ENSMUSG00000032327_Stra6,159.458803,3.989562059,0.258113206,15.45663671,6.81E-54,3.12E-50
ENSMUSG00000024421_Lama3,1108.182296,2.834881913,0.199722682,14.19409098,9.97E-46,3.66E-42
ENSMUSG00000028756_Pink1,3069.779044,-3.189984354,0.227301749,-14.03413904,9.64E-45,2.95E-41
ENSMUSG00000117465_Gm49980,345.0092578,3.131371259,0.229609688,13.63780109,2.39E-42,6.26E-39
ENSMUSG00000046402_Rbp1,3358.617847,2.06661083,0.153417376,13.47051347,2.33E-41,5.35E-38
ENSMUSG00000025902_Sox17,484.8808838,3.023025673,0.236329915,12.79154891,1.83E-37,3.73E-34
ENSMUSG00000078591_Hs3st4,131.26263,8.29253498,0.671702752,12.34554265,5.15E-35,9.45E-32
ENSMUSG00000042842_Serpinb6b,348.3603167,2.767619656,0.227825082,12.14800248,5.88E-34,9.81E-31
ENSMUSG00000078503_Zfp990,123.4643213,8.394962771,0.712667432,11.77963576,4.97E-32,7.61E-29
ENSMUSG00000041617_Ccdc74a,529.2525682,-1.777931127,0.155269628,-11.4506047,2.34E-30,3.06E-27
ENSMUSG00000023349_Clec4n,140.5235777,4.242848126,0.378938713,11.19666052,4.23E-29,5.18E-26
ENSMUSG00000029162_Khk,804.5871074,2.230313837,0.200216918,11.13948738,8.06E-29,9.25E-26
ENSMUSG00000024935_Slc1a1,1823.036733,2.771630462,0.24957488,11.10540639,1.18E-28,1.28E-25
ENSMUSG00000019055_Plod1,2030.269041,1.810490297,0.167621337,10.801073,3.40E-27,3.47E-24
ENSMUSG00000070337_Gpr179,140.0418139,-3.01880529,0.28891982,-10.44859191,1.49E-25,1.30E-22
ENSMUSG00000049723_Mmp12,2009.392196,3.938987415,0.383314597,10.27612161,9.03E-25,7.54E-22
ENSMUSG00000040441_Slc26a10,4726.504643,-2.093819892,0.204154025,-10.25607943,1.11E-24,8.87E-22
ENSMUSG00000033308_Dpyd,321.3737976,-2.040646477,0.208795582,-9.773417872,1.46E-22,9.96E-20
ENSMUSG00000050335_Lgals3,2266.815319,2.674515887,0.27882307,9.592161388,8.63E-22,5.46E-19
ENSMUSG00000058897_Col25a1,251.7726189,3.537908912,0.3743844,9.44993678,3.39E-21,2.08E-18
ENSMUSG00000024659_Anxa1,9105.212473,2.487206738,0.265761228,9.358802103,8.06E-21,4.63E-18
ENSMUSG00000030302_Atp2b2,267.9884786,3.881395403,0.41565301,9.338066393,9.81E-21,5.30E-18
ENSMUSG00000045827_Serpinb9,1031.96042,1.36719569,0.148404565,9.212625573,3.18E-20,1.62E-17
ENSMUSG00000089929_Bcl2a1b,149.8010931,2.363512942,0.26299848,8.986793172,2.55E-19,1.23E-16
ENSMUSG00000026822_Lcn2,217.4338992,3.716762975,0.414210561,8.973124599,2.88E-19,1.36E-16
ENSMUSG00000024517_Grp,1344.69954,2.930727757,0.327226336,8.956271051,3.36E-19,1.51E-16
ENSMUSG00000031779_Ccl22,160.7611408,3.47483842,0.388007043,8.955606562,3.38E-19,1.51E-16
ENSMUSG00000044594_Serpinb3a,490.1115304,27.02507661,3.026235737,8.930261541,4.25E-19,1.86E-16
ENSMUSG00000079293_Clec7a,427.6568295,2.508287244,0.281157061,8.921302687,4.61E-19,1.97E-16
ENSMUSG00000047250_Ptgs1,598.3137742,1.878053565,0.212667,8.830959032,1.04E-18,4.23E-16
ENSMUSG00000013611_Snx31,241.9926214,-3.115376762,0.355054034,-8.774373645,1.72E-18,6.71E-16
ENSMUSG00000039070_Cpa4,308.1373542,2.400723518,0.273543211,8.77639592,1.69E-18,6.71E-16
ENSMUSG00000007891_Ctsd,28989.28293,0.999283983,0.114494526,8.727788277,2.60E-18,9.94E-16
ENSMUSG00000112023_Lilr4b,521.2772445,2.177384831,0.251322301,8.663715175,4.57E-18,1.64E-15
ENSMUSG00000029188_Slc34a2,593.5277088,3.912321904,0.454297452,8.611806848,7.19E-18,2.54E-15
ENSMUSG00000024665_Fads2,715.8221936,-1.382126187,0.162129094,-8.524849876,1.53E-17,5.20E-15
ENSMUSG00000063652_Slc22a21,211.3421743,2.144296348,0.255387205,8.396255986,4.61E-17,1.54E-14
ENSMUSG00000020467_Efemp1,1734.867483,1.20400344,0.145309297,8.285797696,1.17E-16,3.85E-14
ENSMUSG00000027350_Chgb,215.0282178,-3.304878975,0.399413783,-8.274323801,1.29E-16,4.16E-14
ENSMUSG00000026070_Il18r1,1674.839331,1.331223669,0.161206981,8.257853744,1.48E-16,4.70E-14
ENSMUSG00000035407_Kank4,407.5963398,1.777734525,0.217192265,8.185072913,2.72E-16,8.47E-14
ENSMUSG00000023236_Scg5,6360.178253,1.915209272,0.235631736,8.127976754,4.37E-16,1.34E-13
ENSMUSG00000033578_Tmem35a,869.5286785,2.332956335,0.28715972,8.12424644,4.50E-16,1.36E-13
ENSMUSG00000027356_Fermt1,170.2411164,2.215791538,0.27336489,8.105618613,5.25E-16,1.55E-13
ENSMUSG00000025934_Gsta3,1584.403231,1.413203184,0.174553093,8.096122257,5.67E-16,1.65E-13
ENSMUSG00000022438_Parvb,933.8409242,-1.141493998,0.141786655,-8.050785875,8.23E-16,2.36E-13
ENSMUSG00000028148_Them5,264.6630378,6.114568882,0.765494036,7.987742024,1.37E-15,3.82E-13
ENSMUSG00000044496_2510039O18Rik,1339.53101,0.813674699,0.102596874,7.930794235,2.18E-15,5.88E-13
ENSMUSG00000062593_Gm49339,246.6273279,2.653503204,0.334850188,7.924448889,2.29E-15,6.10E-13
ENSMUSG00000022656_Nectin3,272.9649998,2.005776142,0.255307487,7.856315413,3.96E-15,1.02E-12
ENSMUSG00000020904_Cfap52,216.1978659,-1.834122964,0.234676097,-7.815550819,5.47E-15,1.38E-12
ENSMUSG00000018927_Ccl6,1476.226974,2.410779258,0.308782033,7.80738191,5.84E-15,1.45E-12
ENSMUSG00000055044_Pdlim1,1499.162573,1.415631352,0.181611626,7.794827792,6.45E-15,1.58E-12
ENSMUSG00000050359_Sprr1a,470.6203673,7.577551779,0.973490318,7.783900506,7.03E-15,1.70E-12
ENSMUSG00000006143_Upk3bl,433.5827089,3.224935409,0.414696215,7.776621285,7.45E-15,1.77E-12
ENSMUSG00000031780_Ccl17,106.0884286,4.686231206,0.602801092,7.774092103,7.60E-15,1.77E-12
ENSMUSG00000061878_Sphk1,269.6394289,3.244321532,0.41734169,7.773777725,7.62E-15,1.77E-12
ENSMUSG00000020432_Tcn2,6326.442234,1.226948083,0.158590005,7.736604094,1.02E-14,2.34E-12
ENSMUSG00000020120_Plek,393.9468705,1.542924845,0.200336734,7.701657168,1.34E-14,3.04E-12
ENSMUSG00000030605_Mfge8,3379.846896,1.330984793,0.173254322,7.682260255,1.56E-14,3.50E-12
ENSMUSG00000072941_Sod3,3629.326407,1.829940711,0.238619703,7.668858404,1.74E-14,3.84E-12
ENSMUSG00000027419_Pcsk2,761.7686499,-3.006531236,0.393405665,-7.642318096,2.13E-14,4.66E-12
ENSMUSG00000032688_Malt1,1004.913953,1.555374134,0.203678688,7.636410818,2.23E-14,4.83E-12
ENSMUSG00000105703_Gm43305,1503.557499,2.125623522,0.280115799,7.58837427,3.24E-14,6.92E-12
ENSMUSG00000049866_Arl4c,609.6281385,1.810926489,0.239043593,7.575716496,3.57E-14,7.54E-12
ENSMUSG00000067786_Nnat,178.1838741,-2.676267474,0.356265382,-7.512005392,5.82E-14,1.22E-11
ENSMUSG00000005124_Ccn4,4203.097378,-1.460322996,0.194861616,-7.494154199,6.67E-14,1.36E-11
ENSMUSG00000032561_Acpp,895.7557036,2.280294106,0.304326506,7.492919799,6.74E-14,1.36E-11
ENSMUSG00000072575_Eddm3b,301.3485003,-1.523837683,0.204682518,-7.444884381,9.70E-14,1.94E-11
ENSMUSG00000032181_Scg3,284.8946741,-2.736347777,0.36821699,-7.431345784,1.07E-13,2.12E-11
ENSMUSG00000034926_Dhcr24,1637.857121,1.555168666,0.209422514,7.425986038,1.12E-13,2.19E-11
ENSMUSG00000029093_Sorcs2,423.1004013,-1.261054718,0.170800795,-7.383189973,1.55E-13,2.99E-11
ENSMUSG00000027276_Jag1,1012.200974,1.007610497,0.137326799,7.337318749,2.18E-13,4.06E-11
ENSMUSG00000041986_Elmod1,126.7310922,2.794470578,0.380889547,7.336695372,2.19E-13,4.06E-11
ENSMUSG00000018774_Cd68,623.4339949,1.726723119,0.235400167,7.335267194,2.21E-13,4.06E-11
ENSMUSG00000118012_Gm46620,1938.818043,2.074281432,0.284701723,7.285805685,3.20E-13,5.81E-11
ENSMUSG00000023992_Trem2,222.0157415,2.15234811,0.295625779,7.280650958,3.32E-13,5.98E-11
ENSMUSG00000009185_Ccl8,177.1777214,2.086366324,0.287711542,7.251590633,4.12E-13,7.27E-11
ENSMUSG00000062296_Trank1,285.7488832,1.701434458,0.235175203,7.234752794,4.66E-13,8.16E-11
ENSMUSG00000105263_Gm42427,2153.05852,2.502534133,0.346071278,7.231267918,4.79E-13,8.29E-11
ENSMUSG00000047759_Hs3st3a1,205.367386,2.144718005,0.298767243,7.178558081,7.05E-13,1.20E-10
ENSMUSG00000030789_Itgax,772.9279179,1.94283367,0.270848075,7.173149264,7.33E-13,1.23E-10
ENSMUSG00000069763_Tmem100,803.6617271,2.001434385,0.27945278,7.161977009,7.95E-13,1.33E-10
ENSMUSG00000005958_Ephb3,379.2407614,1.995851252,0.278865738,7.157032863,8.24E-13,1.36E-10
ENSMUSG00000036523_Greb1,368.8091279,-2.148100665,0.300665813,-7.144479268,9.03E-13,1.48E-10
ENSMUSG00000040724_Kcna2,171.2593297,-2.030634868,0.285359077,-7.116068953,1.11E-12,1.79E-10
ENSMUSG00000057766_Ankrd29,115.185866,1.781291707,0.25200373,7.068513258,1.57E-12,2.46E-10
ENSMUSG00000029859_Epha1,795.3851536,1.544394801,0.219104505,7.048667487,1.81E-12,2.80E-10
ENSMUSG00000035493_Tgfbi,2968.58144,2.10998003,0.299722188,7.0397859,1.93E-12,2.95E-10
ENSMUSG00000021747_4930452B06Rik,169.6546435,-1.710617032,0.243168237,-7.0347059,2.00E-12,3.03E-10
ENSMUSG00000021939_Ctsb,23401.29185,1.145081822,0.162901468,7.02929099,2.08E-12,3.12E-10
ENSMUSG00000003617_Cp,4280.428955,1.208888751,0.172226321,7.019186995,2.23E-12,3.33E-10
ENSMUSG00000046532_Ar,510.8673367,-1.143466518,0.164815663,-6.937851021,3.98E-12,5.90E-10
ENSMUSG00000000385_Tmprss2,3269.578357,1.216177853,0.175812509,6.917470551,4.60E-12,6.70E-10
ENSMUSG00000027656_Ccn5,152.4093844,2.709448521,0.392317844,6.906258688,4.98E-12,7.14E-10
ENSMUSG00000051669_AU021092,5572.316543,1.319903011,0.19109253,6.907140797,4.95E-12,7.14E-10
ENSMUSG00000073411_H2-D1,13982.06571,0.889210391,0.128962582,6.895103832,5.38E-12,7.66E-10
ENSMUSG00000022372_Sla,780.3538423,1.834087445,0.266250755,6.888571812,5.64E-12,7.96E-10
ENSMUSG00000020553_Pctp,498.9343288,1.026686692,0.149493013,6.867790467,6.52E-12,9.07E-10
ENSMUSG00000013846_St3gal1,1719.964107,1.484093079,0.216544849,6.853513645,7.21E-12,9.80E-10
ENSMUSG00000027401_Tgm3,1362.769442,9.195128373,1.341433466,6.854703275,7.15E-12,9.80E-10
ENSMUSG00000046275_Trarg1,307.0388819,-1.603462704,0.236281771,-6.786231116,1.15E-11,1.52E-09
ENSMUSG00000003882_Il7r,203.9406679,1.731979921,0.256357991,6.756098819,1.42E-11,1.85E-09
ENSMUSG00000021728_Emb,2556.600159,0.714792789,0.105808194,6.755552313,1.42E-11,1.85E-09
ENSMUSG00000001131_Timp1,134.284623,2.458945481,0.364372911,6.748431084,1.49E-11,1.92E-09
ENSMUSG00000026832_Cytip,262.5002997,1.588005936,0.235398935,6.746020049,1.52E-11,1.94E-09
ENSMUSG00000023067_Cdkn1a,1696.661955,1.192747102,0.178611474,6.677886227,2.42E-11,3.03E-09
ENSMUSG00000030862_Cpxm2,760.9823802,1.191539202,0.178886668,6.66086084,2.72E-11,3.38E-09
ENSMUSG00000031284_Pak3,302.1845661,2.101529524,0.316107503,6.648148194,2.97E-11,3.66E-09
ENSMUSG00000029322_Plac8,288.501862,1.333148994,0.200955766,6.634042017,3.27E-11,4.00E-09
ENSMUSG00000019899_Lama2,782.624472,-0.968264852,0.145983128,-6.632717514,3.30E-11,4.01E-09
ENSMUSG00000049382_Krt8,8738.71883,1.321851884,0.200044501,6.607789148,3.90E-11,4.71E-09
ENSMUSG00000037306_Man1c1,600.68964,-0.78489869,0.11901524,-6.594942701,4.25E-11,5.11E-09
ENSMUSG00000043165_Lor,1321.230624,9.167122571,1.391265485,6.5890534,4.43E-11,5.28E-09
ENSMUSG00000043557_Mdga1,206.3293897,-1.427706937,0.216737035,-6.587277246,4.48E-11,5.31E-09
ENSMUSG00000033061_Resp18,127.2259026,-3.150394831,0.479211439,-6.574122763,4.89E-11,5.76E-09
ENSMUSG00000025232_Hexa,4981.740374,1.072752091,0.163582115,6.5578813,5.46E-11,6.38E-09
ENSMUSG00000024743_Syt7,190.5767961,-2.09477133,0.320259552,-6.540855115,6.12E-11,7.11E-09
ENSMUSG00000038147_Cd84,245.9404608,1.70115062,0.261544791,6.504242016,7.81E-11,8.91E-09
ENSMUSG00000024737_Slc15a3,173.57588,1.623210902,0.249805819,6.497890682,8.15E-11,9.23E-09
ENSMUSG00000039269_2300002M23Rik,181.1388861,7.06583837,1.088546441,6.491076637,8.52E-11,9.60E-09
ENSMUSG00000031004_Mki67,236.4360905,1.685797168,0.259759594,6.489836019,8.59E-11,9.61E-09
ENSMUSG00000032511_Scn5a,111.550264,2.844113741,0.438293498,6.489062135,8.64E-11,9.61E-09
ENSMUSG00000030579_Tyrobp,506.5513837,1.588844179,0.246679862,6.440915622,1.19E-10,1.29E-08
ENSMUSG00000074199_Krtdap,1108.76816,10.26847736,1.604038738,6.401639261,1.54E-10,1.64E-08
ENSMUSG00000040860_Crocc,284.9081426,-1.483696196,0.232061386,-6.393550536,1.62E-10,1.71E-08
ENSMUSG00000027513_Pck1,2029.306681,-2.036980338,0.31892097,-6.387100658,1.69E-10,1.77E-08
ENSMUSG00000003949_Hlf,255.7148012,-1.533572612,0.240569173,-6.374767765,1.83E-10,1.90E-08
ENSMUSG00000000290_Itgb2,767.6850871,1.691870133,0.266110141,6.357781501,2.05E-10,2.10E-08
ENSMUSG00000005640_Insrr,100.4248338,-3.212090376,0.505413435,-6.355371964,2.08E-10,2.12E-08
ENSMUSG00000019122_Ccl9,734.0981784,1.897348416,0.298706791,6.351875733,2.13E-10,2.16E-08
ENSMUSG00000034685_Fam171a2,721.5719333,1.093162884,0.172322086,6.343718964,2.24E-10,2.26E-08
ENSMUSG00000001247_Lsr,1519.45474,0.894358493,0.141537704,6.318870987,2.63E-10,2.62E-08
ENSMUSG00000019856_Fam184a,123.4876159,-2.106220608,0.333546966,-6.314614798,2.71E-10,2.67E-08
ENSMUSG00000018171_Vmp1,2608.313207,0.795458113,0.126412712,6.29254844,3.12E-10,3.03E-08
ENSMUSG00000038642_Ctss,2918.684726,1.538923401,0.244502392,6.294103666,3.09E-10,3.03E-08
ENSMUSG00000110631_Gm42047,1207.356137,1.568916953,0.24929811,6.293336735,3.11E-10,3.03E-08
ENSMUSG00000020052_Ascl1,114.8365626,-2.911000907,0.463270747,-6.283584554,3.31E-10,3.20E-08
ENSMUSG00000050947_Amigo1,1053.657482,-0.676789166,0.10776798,-6.280057993,3.38E-10,3.25E-08
ENSMUSG00000021457_Syk,400.4014944,1.014730836,0.161972608,6.26482989,3.73E-10,3.57E-08
ENSMUSG00000001473_Tubb6,747.9468125,1.471775472,0.235067163,6.261084929,3.82E-10,3.64E-08
ENSMUSG00000056737_Capg,2450.003155,1.288126512,0.206550048,6.236389304,4.48E-10,4.20E-08
ENSMUSG00000039985_Sinhcaf,182.8232172,1.274136003,0.205236138,6.208146443,5.36E-10,4.97E-08
ENSMUSG00000021175_Cdca7l,1505.84832,1.376314269,0.221834802,6.204230618,5.50E-10,5.07E-08
ENSMUSG00000032231_Anxa2,8539.177746,1.195232028,0.192748958,6.200977881,5.61E-10,5.15E-08
ENSMUSG00000020077_Srgn,630.3287043,0.862298201,0.139709302,6.172088675,6.74E-10,6.07E-08
ENSMUSG00000028883_Sema3a,133.1952359,2.31565768,0.376905169,6.143873497,8.05E-10,7.21E-08
ENSMUSG00000001025_S100a6,2074.298551,1.53376389,0.250222088,6.129610303,8.81E-10,7.85E-08
ENSMUSG00000031538_Plat,583.0996793,1.372316386,0.223963936,6.127398944,8.93E-10,7.92E-08
ENSMUSG00000029134_Plb1,125.4300278,1.871207742,0.306648067,6.102134485,1.05E-09,9.24E-08
ENSMUSG00000020437_Myo1g,226.780509,1.250199677,0.205006506,6.098341477,1.07E-09,9.42E-08
ENSMUSG00000047281_Sfn,1134.620633,1.801940839,0.296155146,6.084448861,1.17E-09,1.02E-07
ENSMUSG00000023043_Krt18,3498.807614,1.155600592,0.190215713,6.075211011,1.24E-09,1.07E-07
ENSMUSG00000028037_Ifi44,181.2140318,1.511839769,0.250038834,6.046419839,1.48E-09,1.26E-07
ENSMUSG00000030532_Hddc3,262.9263226,0.944853235,0.156775129,6.026805657,1.67E-09,1.41E-07
ENSMUSG00000017002_Slpi,964.2751332,8.389454951,1.396712193,6.006573861,1.89E-09,1.58E-07
ENSMUSG00000040552_C3ar1,312.5948024,1.304900356,0.217531287,5.998678976,1.99E-09,1.65E-07
ENSMUSG00000041153_Osgin2,431.2673869,1.273179995,0.212281995,5.997588224,2.00E-09,1.65E-07
ENSMUSG00000004530_Coro1c,1649.600654,0.849530607,0.142095157,5.978603548,2.25E-09,1.84E-07
ENSMUSG00000093674_Rpl41,4267.72706,0.905772471,0.15186709,5.964244589,2.46E-09,2.00E-07
ENSMUSG00000028996_Rbp7,111.4455203,1.823543586,0.306142703,5.956514946,2.58E-09,2.07E-07
ENSMUSG00000043144_Aqp6,114.9941483,-1.64876224,0.276976943,-5.952705742,2.64E-09,2.11E-07
ENSMUSG00000026547_Tagln2,6800.557029,0.936643565,0.157392878,5.950990791,2.67E-09,2.12E-07
ENSMUSG00000047139_Cd24a,42275.18291,0.702797435,0.118242901,5.94367553,2.79E-09,2.21E-07
ENSMUSG00000078922_Tgtp1,1147.256275,1.359170535,0.228950506,5.936525579,2.91E-09,2.28E-07
ENSMUSG00000026833_Olfm1,359.5306378,1.134029614,0.191797365,5.912644388,3.37E-09,2.62E-07
ENSMUSG00000033595_Lgi3,232.7510934,-1.568450928,0.265820032,-5.900424123,3.63E-09,2.81E-07
ENSMUSG00000033777_Tlr13,114.9617841,1.50109321,0.254562312,5.896761372,3.71E-09,2.85E-07
ENSMUSG00000033508_Asprv1,1866.913864,8.800117724,1.493032365,5.894123885,3.77E-09,2.88E-07
ENSMUSG00000049848_Ceacam19,216.2618016,1.532613998,0.260112872,5.89211132,3.81E-09,2.91E-07
ENSMUSG00000027009_Itga4,1036.834031,1.122350546,0.191020267,5.875557422,4.21E-09,3.20E-07
ENSMUSG00000071537_Klrg2,185.6264451,1.747849112,0.297901502,5.867204771,4.43E-09,3.35E-07
ENSMUSG00000050711_Scg2,2405.193993,-3.271456276,0.559701303,-5.845003854,5.07E-09,3.80E-07
ENSMUSG00000026989_Dapl1,112.6620706,2.965742762,0.507616899,5.842482333,5.14E-09,3.82E-07
ENSMUSG00000079445_B3gnt7,120.4206941,2.632207612,0.450480171,5.843115368,5.12E-09,3.82E-07
ENSMUSG00000050463_Krt78,666.1525097,10.14257814,1.737777906,5.836521518,5.33E-09,3.93E-07
ENSMUSG00000023175_Bsg,14960.82277,0.812268143,0.139238911,5.833628969,5.42E-09,3.97E-07
ENSMUSG00000046805_Mpeg1,1985.075889,1.034968594,0.177408503,5.833816176,5.42E-09,3.97E-07
ENSMUSG00000046223_Plaur,131.5383182,2.001956323,0.343361454,5.830463205,5.53E-09,4.02E-07
ENSMUSG00000063455_D630045J12Rik,348.3487016,-1.792280517,0.307413548,-5.830193655,5.54E-09,4.02E-07
ENSMUSG00000020911_Krt19,3255.953818,1.31949434,0.228142094,5.783651389,7.31E-09,5.24E-07
ENSMUSG00000053113_Socs3,327.7132449,1.047058065,0.181338074,5.774066305,7.74E-09,5.51E-07
ENSMUSG00000070305_Mpzl3,565.7241943,1.01019646,0.1750886,5.769630115,7.94E-09,5.63E-07
ENSMUSG00000022218_Tgm1,380.3786537,2.100225455,0.364314141,5.764874916,8.17E-09,5.77E-07
ENSMUSG00000074934_Grem1,316.9843642,2.40629823,0.418857143,5.744913923,9.20E-09,6.47E-07
ENSMUSG00000033685_Ucp2,4688.429528,1.055638586,0.183897116,5.740375977,9.45E-09,6.62E-07
ENSMUSG00000071042_Rasgrp3,1051.404005,1.02244007,0.178268507,5.735393691,9.73E-09,6.79E-07
ENSMUSG00000057880_Abat,282.3240789,-0.895991561,0.156567512,-5.722716998,1.05E-08,7.26E-07
ENSMUSG00000038486_Sv2a,117.5003257,-1.534787377,0.268608297,-5.713849472,1.10E-08,7.60E-07
ENSMUSG00000021587_Pcsk1,177.6212315,-2.271749416,0.397733823,-5.711733029,1.12E-08,7.66E-07
ENSMUSG00000031825_Crispld2,651.5922676,-1.096171852,0.192269556,-5.701224241,1.19E-08,8.09E-07
ENSMUSG00000006360_Crip1,3097.697777,1.226804828,0.215293607,5.69828732,1.21E-08,8.20E-07
ENSMUSG00000025044_Msr1,148.5875235,2.026895685,0.356951278,5.678353907,1.36E-08,9.15E-07
ENSMUSG00000028111_Ctsk,416.1477621,1.351082036,0.238064803,5.675270011,1.38E-08,9.28E-07
ENSMUSG00000040747_Cd53,377.6547006,1.188471844,0.209575258,5.670859507,1.42E-08,9.45E-07
ENSMUSG00000015143_Actn1,2761.268167,0.956319254,0.168716508,5.668202039,1.44E-08,9.57E-07
ENSMUSG00000002204_Napsa,5092.898401,1.479379677,0.261987022,5.646767027,1.63E-08,1.08E-06
ENSMUSG00000041025_Iffo2,555.5704099,1.008815415,0.179119092,5.632093159,1.78E-08,1.17E-06
ENSMUSG00000039813_Tbc1d2,287.5441222,1.36512872,0.243109543,5.615282325,1.96E-08,1.28E-06
ENSMUSG00000044134_Pheta1,605.1463835,0.937045806,0.166926764,5.613514474,1.98E-08,1.29E-06
ENSMUSG00000020814_Mxra7,481.9723996,0.721029446,0.128462316,5.612770111,1.99E-08,1.29E-06
ENSMUSG00000046623_Gjb4,243.5558782,1.543173598,0.275051469,5.610490294,2.02E-08,1.30E-06
ENSMUSG00000036395_Glb1l2,511.9643217,-1.27832883,0.228036115,-5.605817429,2.07E-08,1.33E-06
ENSMUSG00000072596_Ear2,118.6438269,1.841646369,0.329238351,5.593656878,2.22E-08,1.42E-06
ENSMUSG00000023015_Racgap1,106.2381364,1.579753882,0.282977107,5.582620799,2.37E-08,1.51E-06
ENSMUSG00000025582_Nptx1,3912.292271,1.59561389,0.285905837,5.580907019,2.39E-08,1.52E-06
ENSMUSG00000004207_Psap,34882.31825,0.839731564,0.150773593,5.56948697,2.55E-08,1.61E-06
ENSMUSG00000016024_Lbp,1045.871713,1.286891445,0.231442348,5.56031105,2.69E-08,1.69E-06
ENSMUSG00000056124_B4galt6,435.78174,1.35503281,0.243748322,5.559147245,2.71E-08,1.70E-06
ENSMUSG00000070473_Cldn3,2542.300867,0.823854854,0.148249373,5.557223177,2.74E-08,1.71E-06
ENSMUSG00000028344_Invs,856.3360401,1.55467029,0.279975518,5.552879408,2.81E-08,1.75E-06
ENSMUSG00000002985_Apoe,11866.30691,1.071907041,0.193065966,5.552024864,2.82E-08,1.75E-06
ENSMUSG00000020062_Slc5a8,1180.571804,-1.182457192,0.213220261,-5.54570747,2.93E-08,1.81E-06
ENSMUSG00000059900_Tmem40,130.9285716,2.204218965,0.400150547,5.508474195,3.62E-08,2.22E-06
ENSMUSG00000020914_Top2a,155.2147238,1.595438429,0.289880995,5.503770361,3.72E-08,2.27E-06
ENSMUSG00000046337_Fam178b,111.7022796,1.277505822,0.232238347,5.50083928,3.78E-08,2.30E-06
ENSMUSG00000021190_Lgmn,2317.776307,0.724394794,0.132044955,5.485971002,4.11E-08,2.49E-06
ENSMUSG00000030669_Calca,12365.98395,-3.156850901,0.575472835,-5.485664503,4.12E-08,2.49E-06
ENSMUSG00000041782_Lad1,460.0236612,1.886346506,0.343902491,5.485120215,4.13E-08,2.49E-06
ENSMUSG00000037129_Tmprss13,525.1169789,1.147793937,0.209345546,5.482772196,4.19E-08,2.51E-06
ENSMUSG00000020183_Cpm,333.9976137,2.019679404,0.368488431,5.480984564,4.23E-08,2.52E-06
ENSMUSG00000051397_Tacstd2,1377.645908,1.447116823,0.264003634,5.481427674,4.22E-08,2.52E-06
ENSMUSG00000033149_Phldb2,1129.692912,1.39336263,0.254305758,5.479084085,4.28E-08,2.54E-06
ENSMUSG00000028047_Thbs3,1084.98961,1.573933204,0.288139334,5.462403135,4.70E-08,2.76E-06
ENSMUSG00000028270_Gbp2,666.0688027,0.851996815,0.15639002,5.447897605,5.10E-08,2.98E-06
ENSMUSG00000048706_Lurap1l,371.69078,1.052134167,0.193150162,5.447234207,5.12E-08,2.98E-06
ENSMUSG00000025089_Gfra1,113.5915378,-1.619620979,0.297627348,-5.441774717,5.28E-08,3.06E-06
ENSMUSG00000033147_Slc22a15,203.9490941,1.108080547,0.203662354,5.440772553,5.31E-08,3.06E-06
ENSMUSG00000033871_Ppargc1b,125.6075116,-1.29021473,0.237335006,-5.436259716,5.44E-08,3.13E-06
ENSMUSG00000036905_C1qb,1930.271868,1.357675173,0.250097752,5.428578074,5.68E-08,3.26E-06
ENSMUSG00000062127_Cttnbp2nl,785.370428,0.834892779,0.154551085,5.402050594,6.59E-08,3.77E-06
ENSMUSG00000059498_Fcgr3,527.6256345,1.213820734,0.224747683,5.400815337,6.63E-08,3.78E-06
ENSMUSG00000029076_Sdf4,5892.272987,0.583565759,0.108098673,5.398454424,6.72E-08,3.82E-06
ENSMUSG00000003418_St8sia6,616.0110442,1.911565607,0.354295969,5.395391914,6.84E-08,3.88E-06
ENSMUSG00000029413_Naaa,1006.386221,0.877810561,0.162727304,5.394365541,6.88E-08,3.89E-06
ENSMUSG00000041959_S100a10,2117.017336,1.154590707,0.214121302,5.392227181,6.96E-08,3.92E-06
ENSMUSG00000044349_Snhg11,823.0297298,-1.291062725,0.239566542,-5.38916126,7.08E-08,3.98E-06
ENSMUSG00000025534_Gusb,1084.732618,0.722170565,0.134453751,5.371144777,7.82E-08,4.33E-06
ENSMUSG00000035506_Slc12a8,182.7364794,-1.245495978,0.23204669,-5.367436956,7.99E-08,4.40E-06
ENSMUSG00000062760_Shisal1,103.916178,-1.919137217,0.358586271,-5.351953973,8.70E-08,4.78E-06
ENSMUSG00000032374_Plod2,944.2395378,0.724067398,0.135632107,5.338466033,9.37E-08,5.12E-06
ENSMUSG00000074141_Il4i1,147.0555147,1.901452897,0.356205449,5.338079192,9.39E-08,5.12E-06
ENSMUSG00000024608_Rps14,5454.858396,1.025656986,0.192255443,5.334865802,9.56E-08,5.19E-06
ENSMUSG00000098557_Kctd12,3105.939474,1.170175775,0.219506636,5.330935758,9.77E-08,5.29E-06
ENSMUSG00000027533_Fabp5,1133.975293,3.16119252,0.593407062,5.327190597,9.97E-08,5.37E-06
